States,Regions,latitude,longitude,Date,consumption
Odisha,ER,19.82042971,85.90001746,,77.8
West Bengal,ER,22.58039044,88.32994665,,123.3
Manipur,NER,24.79997072,93.95001705,,3
Punjab,NR,31.51997398,75.98000281,,131.3
Haryana,NR,28.45000633,77.01999101,,136.9
UP,NR,27.59998069,78.05000565,,282.1
Uttarakhand,NR,30.32040895,78.05000565,,37.6
HP,NR,31.10002545,77.16659704,,27.1
Chhattisgarh,WR,22.09042035,82.15998734,,80.9
Gujarat,WR,22.2587,71.1924,,348.6
MP,WR,21.30039105,76.13001949,,271.8
Maharashtra,WR,19.25023195,73.16017493,,475.8
Telangana,SR,18.1124,79.0193,,223
Karnataka,SR,12.57038129,76.91999711,,240.9
Tamil Nadu,SR,12.92038576,79.15004187,,315.1
Odisha,ER,19.82042971,85.90001746,,78.5
West Bengal,ER,22.58039044,88.32994665,,122.5
Punjab,NR,31.51997398,75.98000281,,131.4
Haryana,NR,28.45000633,77.01999101,,136.8
UP,NR,27.59998069,78.05000565,,273.9
Chhattisgarh,WR,22.09042035,82.15998734,,82.6
Gujarat,WR,22.2587,71.1924,,348.7
Maharashtra,WR,19.25023195,73.16017493,,474.7
Karnataka,SR,12.57038129,76.91999711,,244.6
Tamil Nadu,SR,12.92038576,79.15004187,,324
Bihar,ER,25.78541445,87.4799727,,75.6
Odisha,ER,19.82042971,85.90001746,,73.6
West Bengal,ER,22.58039044,88.32994665,,121.7
Punjab,NR,31.51997398,75.98000281,,132.6
Haryana,NR,28.45000633,77.01999101,,136.2
Rajasthan,NR,26.44999921,74.63998124,,249.3
UP,NR,27.59998069,78.05000565,,278.7
Gujarat,WR,22.2587,71.1924,,347
MP,WR,21.30039105,76.13001949,,269.4
Maharashtra,WR,19.25023195,73.16017493,,474.5
Andhra Pradesh,SR,14.7504291,78.57002559,,189.7
Telangana,SR,18.1124,79.0193,,236.2
Karnataka,SR,12.57038129,76.91999711,,242
Kerala,SR,8.900372741,76.56999263,,78.5
Tamil Nadu,SR,12.92038576,79.15004187,,307.8
Odisha,ER,19.82042971,85.90001746,,71.2
West Bengal,ER,22.58039044,88.32994665,,120.6
UP,NR,27.59998069,78.05000565,,286.6
Gujarat,WR,22.2587,71.1924,,335
MP,WR,21.30039105,76.13001949,,265.3
Maharashtra,WR,19.25023195,73.16017493,,461.2
Telangana,SR,18.1124,79.0193,,235.6
Karnataka,SR,12.57038129,76.91999711,,225.3
Tamil Nadu,SR,12.92038576,79.15004187,,296.6
Bihar,ER,25.78541445,87.4799727,,77.4
West Bengal,ER,22.58039044,88.32994665,,115.9
Assam,NER,26.7499809,94.21666744,,21.4
Rajasthan,NR,26.44999921,74.63998124,,222.6
Delhi,NR,28.6699929,77.23000403,,62.8
UP,NR,27.59998069,78.05000565,,244.7
Chhattisgarh,WR,22.09042035,82.15998734,,73.5
Gujarat,WR,22.2587,71.1924,,328.8
MP,WR,21.30039105,76.13001949,,253.5
Maharashtra,WR,19.25023195,73.16017493,,442.9
Telangana,SR,18.1124,79.0193,,182.7
Karnataka,SR,12.57038129,76.91999711,,184.5
Tamil Nadu,SR,12.92038576,79.15004187,,258
Odisha,ER,19.82042971,85.90001746,,75.1
West Bengal,ER,22.58039044,88.32994665,,110.4
Punjab,NR,31.51997398,75.98000281,,114.1
Haryana,NR,28.45000633,77.01999101,,122.1
Rajasthan,NR,26.44999921,74.63998124,,228.8
Delhi,NR,28.6699929,77.23000403,,62.9
UP,NR,27.59998069,78.05000565,,249.2
Gujarat,WR,22.2587,71.1924,,335.5
MP,WR,21.30039105,76.13001949,,256
Maharashtra,WR,19.25023195,73.16017493,,454
Telangana,SR,18.1124,79.0193,,187.2
Kerala,SR,8.900372741,76.56999263,,71.5
Tamil Nadu,SR,12.92038576,79.15004187,,274.8
Bihar,ER,25.78541445,87.4799727,,70.3
Odisha,ER,19.82042971,85.90001746,,76.7
West Bengal,ER,22.58039044,88.32994665,,114.3
Punjab,NR,31.51997398,75.98000281,,110.8
Haryana,NR,28.45000633,77.01999101,,121
Rajasthan,NR,26.44999921,74.63998124,,229.9
Delhi,NR,28.6699929,77.23000403,,65.4
UP,NR,27.59998069,78.05000565,,253.4
Uttarakhand,NR,30.32040895,78.05000565,,36.4
Gujarat,WR,22.2587,71.1924,,332.2
MP,WR,21.30039105,76.13001949,,257.5
Maharashtra,WR,19.25023195,73.16017493,,455.5
Andhra Pradesh,SR,14.7504291,78.57002559,,163
Telangana,SR,18.1124,79.0193,,192.7
Karnataka,SR,12.57038129,76.91999711,,196.1
Tamil Nadu,SR,12.92038576,79.15004187,,278.4
Bihar,ER,25.78541445,87.4799727,,67.9
Odisha,ER,19.82042971,85.90001746,,76.5
Haryana,NR,28.45000633,77.01999101,,111.3
Delhi,NR,28.6699929,77.23000403,,64.8
UP,NR,27.59998069,78.05000565,,239.8
HP,NR,31.10002545,77.16659704,,31.2
Chhattisgarh,WR,22.09042035,82.15998734,,76.9
Gujarat,WR,22.2587,71.1924,,325.9
MP,WR,21.30039105,76.13001949,,243.8
Maharashtra,WR,19.25023195,73.16017493,,451.3
Telangana,SR,18.1124,79.0193,,197.3
Karnataka,SR,12.57038129,76.91999711,,196.6
Tamil Nadu,SR,12.92038576,79.15004187,,287.5
Assam,NER,26.7499809,94.21666744,,18.9
Punjab,NR,31.51997398,75.98000281,,94.7
Haryana,NR,28.45000633,77.01999101,,95.7
Rajasthan,NR,26.44999921,74.63998124,,202.2
UP,NR,27.59998069,78.05000565,,186.8
Uttarakhand,NR,30.32040895,78.05000565,,29.5
Gujarat,WR,22.2587,71.1924,,319.3
MP,WR,21.30039105,76.13001949,,211
Maharashtra,WR,19.25023195,73.16017493,,438.7
Andhra Pradesh,SR,14.7504291,78.57002559,,159.3
Telangana,SR,18.1124,79.0193,,199.6
Karnataka,SR,12.57038129,76.91999711,,204.2
Bihar,ER,25.78541445,87.4799727,,53.8
Odisha,ER,19.82042971,85.90001746,,76.2
Punjab,NR,31.51997398,75.98000281,,103.7
Rajasthan,NR,26.44999921,74.63998124,,211.4
UP,NR,27.59998069,78.05000565,,229.9
MP,WR,21.30039105,76.13001949,,228.5
Maharashtra,WR,19.25023195,73.16017493,,435.7
Goa,WR,15.491997,73.81800065,,12.2
Andhra Pradesh,SR,14.7504291,78.57002559,,156.6
Telangana,SR,18.1124,79.0193,,200.1
Karnataka,SR,12.57038129,76.91999711,,197.7
Tamil Nadu,SR,12.92038576,79.15004187,,256.1
Bihar,ER,25.78541445,87.4799727,,54.9
Odisha,ER,19.82042971,85.90001746,,79.8
West Bengal,ER,22.58039044,88.32994665,,112
Assam,NER,26.7499809,94.21666744,,20.1
Punjab,NR,31.51997398,75.98000281,,97.2
Haryana,NR,28.45000633,77.01999101,,101.7
Rajasthan,NR,26.44999921,74.63998124,,212.7
Delhi,NR,28.6699929,77.23000403,,62
Chhattisgarh,WR,22.09042035,82.15998734,,74.2
MP,WR,21.30039105,76.13001949,,220.9
Maharashtra,WR,19.25023195,73.16017493,,422.9
Andhra Pradesh,SR,14.7504291,78.57002559,,154.2
Karnataka,SR,12.57038129,76.91999711,,178.7
Kerala,SR,8.900372741,76.56999263,,63.4
Tamil Nadu,SR,12.92038576,79.15004187,,223.8
Bihar,ER,25.78541445,87.4799727,,63.9
Odisha,ER,19.82042971,85.90001746,,75.8
West Bengal,ER,22.58039044,88.32994665,,108.3
Assam,NER,26.7499809,94.21666744,,19.7
Punjab,NR,31.51997398,75.98000281,,237.2
Haryana,NR,28.45000633,77.01999101,,214.1
Delhi,NR,28.6699929,77.23000403,,128.5
UP,NR,27.59998069,78.05000565,,421.3
Uttarakhand,NR,30.32040895,78.05000565,,42
J&K,NR,33.45,76.24,,40
Chhattisgarh,WR,22.09042035,82.15998734,,78.9
Gujarat,WR,22.2587,71.1924,,284.7
MP,WR,21.30039105,76.13001949,,174.7
Maharashtra,WR,19.25023195,73.16017493,,395.1
Telangana,SR,18.1124,79.0193,,200.5
Karnataka,SR,12.57038129,76.91999711,,187
Tamil Nadu,SR,12.92038576,79.15004187,,318.2
Bihar,ER,25.78541445,87.4799727,,113
West Bengal,ER,22.58039044,88.32994665,,166.9
Assam,NER,26.7499809,94.21666744,,34.2
Punjab,NR,31.51997398,75.98000281,,251.9
Haryana,NR,28.45000633,77.01999101,,220.1
Rajasthan,NR,26.44999921,74.63998124,,246.5
Delhi,NR,28.6699929,77.23000403,,126.9
UP,NR,27.59998069,78.05000565,,437.4
Gujarat,WR,22.2587,71.1924,,278.2
MP,WR,21.30039105,76.13001949,,180.4
Andhra Pradesh,SR,14.7504291,78.57002559,,186.9
Telangana,SR,18.1124,79.0193,,205.9
Karnataka,SR,12.57038129,76.91999711,,191.6
Kerala,SR,8.900372741,76.56999263,,64.5
Odisha,ER,19.82042971,85.90001746,,99.2
West Bengal,ER,22.58039044,88.32994665,,173.9
Assam,NER,26.7499809,94.21666744,,35
Punjab,NR,31.51997398,75.98000281,,255
Haryana,NR,28.45000633,77.01999101,,223.2
Rajasthan,NR,26.44999921,74.63998124,,253.5
Delhi,NR,28.6699929,77.23000403,,134.9
UP,NR,27.59998069,78.05000565,,424
Uttarakhand,NR,30.32040895,78.05000565,,44.3
MP,WR,21.30039105,76.13001949,,179.5
Maharashtra,WR,19.25023195,73.16017493,,400.3
Andhra Pradesh,SR,14.7504291,78.57002559,,186.6
Telangana,SR,18.1124,79.0193,,206.8
Karnataka,SR,12.57038129,76.91999711,,189.5
Kerala,SR,8.900372741,76.56999263,,58.9
Tamil Nadu,SR,12.92038576,79.15004187,,313.2
Odisha,ER,19.82042971,85.90001746,,98.5
West Bengal,ER,22.58039044,88.32994665,,174.3
Assam,NER,26.7499809,94.21666744,,34.7
Punjab,NR,31.51997398,75.98000281,01-01-2020,264.6
Haryana,NR,28.45000633,77.01999101,01-01-2020,222.6
Rajasthan,NR,26.44999921,74.63998124,01-01-2020,253
Delhi,NR,28.6699929,77.23000403,01-01-2020,137.2
UP,NR,27.59998069,78.05000565,01-01-2020,426.5
Uttarakhand,NR,30.32040895,78.05000565,01-01-2020,42.1
HP,NR,31.10002545,77.16659704,01-01-2020,31.7
J&K,NR,33.45,76.24,01-01-2020,44.9
Chandigarh,NR,30.71999697,76.78000565,01-01-2020,6.7
Chhattisgarh,WR,22.09042035,82.15998734,01-01-2020,84.7
Gujarat,WR,22.2587,71.1924,01-01-2020,267.2
MP,WR,21.30039105,76.13001949,01-01-2020,167.9
Maharashtra,WR,19.25023195,73.16017493,01-01-2020,377.8
Goa,WR,15.491997,73.81800065,01-01-2020,11.8
DNH,WR,20.26657819,73.0166178,01-01-2020,18.5
Andhra Pradesh,SR,14.7504291,78.57002559,01-01-2020,183
Telangana,SR,18.1124,79.0193,01-01-2020,199.1
Karnataka,SR,12.57038129,76.91999711,01-01-2020,194.7
Kerala,SR,8.900372741,76.56999263,01-01-2020,61.2
Tamil Nadu,SR,12.92038576,79.15004187,01-01-2020,289.2
Pondy,SR,11.93499371,79.83000037,01-01-2020,7.4
Bihar,ER,25.78541445,87.4799727,01-01-2020,106.4
Jharkhand,ER,23.80039349,86.41998572,01-01-2020,23.4
Odisha,ER,19.82042971,85.90001746,01-01-2020,96.5
West Bengal,ER,22.58039044,88.32994665,01-01-2020,162.9
Sikkim,ER,27.3333303,88.6166475,01-01-2020,1
Arunachal Pradesh,NER,27.10039878,93.61660071,01-01-2020,2.1
Assam,NER,26.7499809,94.21666744,01-01-2020,34.1
Manipur,NER,24.79997072,93.95001705,01-01-2020,2.4
Meghalaya,NER,25.57049217,91.8800142,01-01-2020,5.5
Mizoram,NER,23.71039899,92.72001461,01-01-2020,1.8
Nagaland,NER,25.6669979,94.11657019,01-01-2020,2.2
Tripura,NER,23.83540428,91.27999914,01-01-2020,4.8
Punjab,NR,31.51997398,75.98000281,01-02-2020,259.7
Haryana,NR,28.45000633,77.01999101,01-02-2020,224.4
Rajasthan,NR,26.44999921,74.63998124,01-02-2020,247.4
Delhi,NR,28.6699929,77.23000403,01-02-2020,132.6
UP,NR,27.59998069,78.05000565,01-02-2020,393
Uttarakhand,NR,30.32040895,78.05000565,01-02-2020,42.9
HP,NR,31.10002545,77.16659704,01-02-2020,30.6
J&K,NR,33.45,76.24,01-02-2020,41.3
Chandigarh,NR,30.71999697,76.78000565,01-02-2020,6.4
Chhattisgarh,WR,22.09042035,82.15998734,01-02-2020,85.4
Gujarat,WR,22.2587,71.1924,01-02-2020,282.3
MP,WR,21.30039105,76.13001949,01-02-2020,162.6
Maharashtra,WR,19.25023195,73.16017493,01-02-2020,383.5
Goa,WR,15.491997,73.81800065,01-02-2020,11.9
DNH,WR,20.26657819,73.0166178,01-02-2020,18.4
Andhra Pradesh,SR,14.7504291,78.57002559,01-02-2020,184.5
Telangana,SR,18.1124,79.0193,01-02-2020,199.1
Karnataka,SR,12.57038129,76.91999711,01-02-2020,193.9
Kerala,SR,8.900372741,76.56999263,01-02-2020,65.2
Tamil Nadu,SR,12.92038576,79.15004187,01-02-2020,291.4
Pondy,SR,11.93499371,79.83000037,01-02-2020,7.3
Bihar,ER,25.78541445,87.4799727,01-02-2020,102.7
Jharkhand,ER,23.80039349,86.41998572,01-02-2020,24.9
Odisha,ER,19.82042971,85.90001746,01-02-2020,98.9
West Bengal,ER,22.58039044,88.32994665,01-02-2020,160.9
Sikkim,ER,27.3333303,88.6166475,01-02-2020,0.9
Arunachal Pradesh,NER,27.10039878,93.61660071,01-02-2020,2.2
Assam,NER,26.7499809,94.21666744,01-02-2020,32.3
Manipur,NER,24.79997072,93.95001705,01-02-2020,2.5
Meghalaya,NER,25.57049217,91.8800142,01-02-2020,5.6
Mizoram,NER,23.71039899,92.72001461,01-02-2020,1.2
Nagaland,NER,25.6669979,94.11657019,01-02-2020,2.3
Tripura,NER,23.83540428,91.27999914,01-02-2020,4.7
Punjab,NR,31.51997398,75.98000281,01-03-2020,259
Haryana,NR,28.45000633,77.01999101,01-03-2020,218.5
Rajasthan,NR,26.44999921,74.63998124,01-03-2020,243.3
Delhi,NR,28.6699929,77.23000403,01-03-2020,125.3
UP,NR,27.59998069,78.05000565,01-03-2020,390.4
Uttarakhand,NR,30.32040895,78.05000565,01-03-2020,41.3
HP,NR,31.10002545,77.16659704,01-03-2020,31
J&K,NR,33.45,76.24,01-03-2020,42.2
Chandigarh,NR,30.71999697,76.78000565,01-03-2020,6
Chhattisgarh,WR,22.09042035,82.15998734,01-03-2020,89.1
Gujarat,WR,22.2587,71.1924,01-03-2020,287.7
MP,WR,21.30039105,76.13001949,01-03-2020,162.8
Maharashtra,WR,19.25023195,73.16017493,01-03-2020,390.7
Goa,WR,15.491997,73.81800065,01-03-2020,11.8
DNH,WR,20.26657819,73.0166178,01-03-2020,18.4
Andhra Pradesh,SR,14.7504291,78.57002559,01-03-2020,180.5
Telangana,SR,18.1124,79.0193,01-03-2020,199.8
Karnataka,SR,12.57038129,76.91999711,01-03-2020,190.9
Kerala,SR,8.900372741,76.56999263,01-03-2020,67.2
Tamil Nadu,SR,12.92038576,79.15004187,01-03-2020,288.8
Pondy,SR,11.93499371,79.83000037,01-03-2020,7.4
Bihar,ER,25.78541445,87.4799727,01-03-2020,104.2
Jharkhand,ER,23.80039349,86.41998572,01-03-2020,25.8
Odisha,ER,19.82042971,85.90001746,01-03-2020,100.1
West Bengal,ER,22.58039044,88.32994665,01-03-2020,166.7
Sikkim,ER,27.3333303,88.6166475,01-03-2020,1
Arunachal Pradesh,NER,27.10039878,93.61660071,01-03-2020,2.2
Assam,NER,26.7499809,94.21666744,01-03-2020,31.5
Manipur,NER,24.79997072,93.95001705,01-03-2020,2.4
Meghalaya,NER,25.57049217,91.8800142,01-03-2020,5.7
Mizoram,NER,23.71039899,92.72001461,01-03-2020,1.8
Nagaland,NER,25.6669979,94.11657019,01-03-2020,2.5
Tripura,NER,23.83540428,91.27999914,01-03-2020,4.8
Punjab,NR,31.51997398,75.98000281,01-04-2020,248.8
Haryana,NR,28.45000633,77.01999101,01-04-2020,200.9
Rajasthan,NR,26.44999921,74.63998124,01-04-2020,237.1
Delhi,NR,28.6699929,77.23000403,01-04-2020,116.2
UP,NR,27.59998069,78.05000565,01-04-2020,393.1
Uttarakhand,NR,30.32040895,78.05000565,01-04-2020,38.5
HP,NR,31.10002545,77.16659704,01-04-2020,28.7
J&K,NR,33.45,76.24,01-04-2020,39.7
Chandigarh,NR,30.71999697,76.78000565,01-04-2020,5.5
Chhattisgarh,WR,22.09042035,82.15998734,01-04-2020,93.9
Gujarat,WR,22.2587,71.1924,01-04-2020,280.1
MP,WR,21.30039105,76.13001949,01-04-2020,166.2
Maharashtra,WR,19.25023195,73.16017493,01-04-2020,382.4
Goa,WR,15.491997,73.81800065,01-04-2020,11.8
DNH,WR,20.26657819,73.0166178,01-04-2020,18.2
Andhra Pradesh,SR,14.7504291,78.57002559,01-04-2020,175.6
Telangana,SR,18.1124,79.0193,01-04-2020,189.3
Karnataka,SR,12.57038129,76.91999711,01-04-2020,185.5
Kerala,SR,8.900372741,76.56999263,01-04-2020,63.1
Tamil Nadu,SR,12.92038576,79.15004187,01-04-2020,262.3
Pondy,SR,11.93499371,79.83000037,01-04-2020,6.8
Bihar,ER,25.78541445,87.4799727,01-04-2020,108.6
Jharkhand,ER,23.80039349,86.41998572,01-04-2020,26.2
Odisha,ER,19.82042971,85.90001746,01-04-2020,102.8
West Bengal,ER,22.58039044,88.32994665,01-04-2020,164.9
Sikkim,ER,27.3333303,88.6166475,01-04-2020,0.7
Arunachal Pradesh,NER,27.10039878,93.61660071,01-04-2020,2.1
Assam,NER,26.7499809,94.21666744,01-04-2020,30.8
Manipur,NER,24.79997072,93.95001705,01-04-2020,2.5
Meghalaya,NER,25.57049217,91.8800142,01-04-2020,5.5
Mizoram,NER,23.71039899,92.72001461,01-04-2020,1.7
Nagaland,NER,25.6669979,94.11657019,01-04-2020,2.2
Tripura,NER,23.83540428,91.27999914,01-04-2020,4.8
Punjab,NR,31.51997398,75.98000281,01-05-2020,92.2
Haryana,NR,28.45000633,77.01999101,01-05-2020,89.9
Rajasthan,NR,26.44999921,74.63998124,01-05-2020,198.2
Delhi,NR,28.6699929,77.23000403,01-05-2020,58
UP,NR,27.59998069,78.05000565,01-05-2020,230.7
Uttarakhand,NR,30.32040895,78.05000565,01-05-2020,31.1
HP,NR,31.10002545,77.16659704,01-05-2020,26.4
J&K,NR,33.45,76.24,01-05-2020,48.8
Chandigarh,NR,30.71999697,76.78000565,01-05-2020,3.3
Chhattisgarh,WR,22.09042035,82.15998734,01-05-2020,82.7
Gujarat,WR,22.2587,71.1924,01-05-2020,323.8
MP,WR,21.30039105,76.13001949,01-05-2020,223.3
Maharashtra,WR,19.25023195,73.16017493,01-05-2020,487.6
Goa,WR,15.491997,73.81800065,01-05-2020,10.3
DNH,WR,20.26657819,73.0166178,01-05-2020,18.6
Andhra Pradesh,SR,14.7504291,78.57002559,01-05-2020,187.7
Telangana,SR,18.1124,79.0193,01-05-2020,220.8
Karnataka,SR,12.57038129,76.91999711,01-05-2020,253.3
Kerala,SR,8.900372741,76.56999263,01-05-2020,80.3
Tamil Nadu,SR,12.92038576,79.15004187,01-05-2020,328.5
Pondy,SR,11.93499371,79.83000037,01-05-2020,7.7
Bihar,ER,25.78541445,87.4799727,01-05-2020,67.3
Jharkhand,ER,23.80039349,86.41998572,01-05-2020,23.6
Odisha,ER,19.82042971,85.90001746,01-05-2020,73.1
West Bengal,ER,22.58039044,88.32994665,01-05-2020,100
Sikkim,ER,27.3333303,88.6166475,01-05-2020,1.3
Arunachal Pradesh,NER,27.10039878,93.61660071,01-05-2020,2.2
Assam,NER,26.7499809,94.21666744,01-05-2020,22.6
Manipur,NER,24.79997072,93.95001705,01-05-2020,2.6
Meghalaya,NER,25.57049217,91.8800142,01-05-2020,5.7
Mizoram,NER,23.71039899,92.72001461,01-05-2020,1.6
Nagaland,NER,25.6669979,94.11657019,01-05-2020,2.1
Tripura,NER,23.83540428,91.27999914,01-05-2020,3.9
Punjab,NR,31.51997398,75.98000281,,69.5
Haryana,NR,28.45000633,77.01999101,,69.1
Rajasthan,NR,26.44999921,74.63998124,,173.4
Delhi,NR,28.6699929,77.23000403,,45.6
UP,NR,27.59998069,78.05000565,,223.1
Uttarakhand,NR,30.32040895,78.05000565,,24.3
HP,NR,31.10002545,77.16659704,,19.7
Chhattisgarh,WR,22.09042035,82.15998734,,69.6
Gujarat,WR,22.2587,71.1924,,253.8
MP,WR,21.30039105,76.13001949,,195.8
Maharashtra,WR,19.25023195,73.16017493,,430.1
Goa,WR,15.491997,73.81800065,,8.8
DNH,WR,20.26657819,73.0166178,,12.5
Andhra Pradesh,SR,14.7504291,78.57002559,,189.2
Telangana,SR,18.1124,79.0193,,222.6
Karnataka,SR,12.57038129,76.91999711,,248.6
Kerala,SR,8.900372741,76.56999263,,81.1
Bihar,ER,25.78541445,87.4799727,,66.1
Odisha,ER,19.82042971,85.90001746,,72.4
West Bengal,ER,22.58039044,88.32994665,,101.1
Punjab,NR,31.51997398,75.98000281,,78.1
Haryana,NR,28.45000633,77.01999101,,77.1
Rajasthan,NR,26.44999921,74.63998124,,170.6
Delhi,NR,28.6699929,77.23000403,,53.3
UP,NR,27.59998069,78.05000565,,205.3
Uttarakhand,NR,30.32040895,78.05000565,,26.8
HP,NR,31.10002545,77.16659704,,23.4
Gujarat,WR,22.2587,71.1924,,286.4
MP,WR,21.30039105,76.13001949,,194.5
Maharashtra,WR,19.25023195,73.16017493,,465.5
DNH,WR,20.26657819,73.0166178,,14.1
Telangana,SR,18.1124,79.0193,,234.2
Karnataka,SR,12.57038129,76.91999711,,255.2
Tamil Nadu,SR,12.92038576,79.15004187,,333.6
Bihar,ER,25.78541445,87.4799727,,65.6
West Bengal,ER,22.58039044,88.32994665,,114.5
Punjab,NR,31.51997398,75.98000281,,91.1
Haryana,NR,28.45000633,77.01999101,,92.6
Rajasthan,NR,26.44999921,74.63998124,,193
Delhi,NR,28.6699929,77.23000403,,58.8
UP,NR,27.59998069,78.05000565,,214
HP,NR,31.10002545,77.16659704,,24.3
Chhattisgarh,WR,22.09042035,82.15998734,,81.3
Gujarat,WR,22.2587,71.1924,,323.3
MP,WR,21.30039105,76.13001949,,202.6
Maharashtra,WR,19.25023195,73.16017493,,482.4
Telangana,SR,18.1124,79.0193,,235.4
Karnataka,SR,12.57038129,76.91999711,,257.9
Kerala,SR,8.900372741,76.56999263,,82.9
West Bengal,ER,22.58039044,88.32994665,,123.8
Punjab,NR,31.51997398,75.98000281,,92.5
Haryana,NR,28.45000633,77.01999101,,100.7
Rajasthan,NR,26.44999921,74.63998124,,206.4
UP,NR,27.59998069,78.05000565,,207
Uttarakhand,NR,30.32040895,78.05000565,,33.2
HP,NR,31.10002545,77.16659704,,23.8
Chhattisgarh,WR,22.09042035,82.15998734,,77.5
Gujarat,WR,22.2587,71.1924,,331.2
Maharashtra,WR,19.25023195,73.16017493,,482.7
Andhra Pradesh,SR,14.7504291,78.57002559,,200
Telangana,SR,18.1124,79.0193,,233.4
Karnataka,SR,12.57038129,76.91999711,,259.2
Kerala,SR,8.900372741,76.56999263,,82.5
Tamil Nadu,SR,12.92038576,79.15004187,,341.5
Bihar,ER,25.78541445,87.4799727,,66.9
Jharkhand,ER,23.80039349,86.41998572,,23.3
West Bengal,ER,22.58039044,88.32994665,,132.2
Punjab,NR,31.51997398,75.98000281,,96
Haryana,NR,28.45000633,77.01999101,,103.4
Rajasthan,NR,26.44999921,74.63998124,,209.3
Delhi,NR,28.6699929,77.23000403,,58.3
UP,NR,27.59998069,78.05000565,,213.3
Chhattisgarh,WR,22.09042035,82.15998734,,77.6
Gujarat,WR,22.2587,71.1924,,333.1
MP,WR,21.30039105,76.13001949,,199.1
Maharashtra,WR,19.25023195,73.16017493,,476.3
Andhra Pradesh,SR,14.7504291,78.57002559,,198.5
Telangana,SR,18.1124,79.0193,,235.9
Karnataka,SR,12.57038129,76.91999711,,253.5
Kerala,SR,8.900372741,76.56999263,,81.6
Tamil Nadu,SR,12.92038576,79.15004187,,339.2
Bihar,ER,25.78541445,87.4799727,,52.5
Jharkhand,ER,23.80039349,86.41998572,,18.1
Odisha,ER,19.82042971,85.90001746,,78.1
West Bengal,ER,22.58039044,88.32994665,,129
Punjab,NR,31.51997398,75.98000281,,89.2
Haryana,NR,28.45000633,77.01999101,,95.8
Delhi,NR,28.6699929,77.23000403,,54.9
UP,NR,27.59998069,78.05000565,,214.4
HP,NR,31.10002545,77.16659704,,22.7
Gujarat,WR,22.2587,71.1924,,321
MP,WR,21.30039105,76.13001949,,200.1
Maharashtra,WR,19.25023195,73.16017493,,466.7
Goa,WR,15.491997,73.81800065,,9.6
Andhra Pradesh,SR,14.7504291,78.57002559,,196.1
Telangana,SR,18.1124,79.0193,,234.4
Karnataka,SR,12.57038129,76.91999711,,239
Kerala,SR,8.900372741,76.56999263,,75.6
Tamil Nadu,SR,12.92038576,79.15004187,,311.7
West Bengal,ER,22.58039044,88.32994665,,113.1
Punjab,NR,31.51997398,75.98000281,,291.7
Haryana,NR,28.45000633,77.01999101,,214.9
Rajasthan,NR,26.44999921,74.63998124,,218.1
Delhi,NR,28.6699929,77.23000403,,130.2
UP,NR,27.59998069,78.05000565,,368.4
Uttarakhand,NR,30.32040895,78.05000565,,43.9
Chhattisgarh,WR,22.09042035,82.15998734,,82.5
Gujarat,WR,22.2587,71.1924,,331.7
MP,WR,21.30039105,76.13001949,,160.3
Maharashtra,WR,19.25023195,73.16017493,,392.3
Andhra Pradesh,SR,14.7504291,78.57002559,,182.5
Telangana,SR,18.1124,79.0193,,155.9
Karnataka,SR,12.57038129,76.91999711,,188.5
Bihar,ER,25.78541445,87.4799727,,78.9
Punjab,NR,31.51997398,75.98000281,,268.9
Haryana,NR,28.45000633,77.01999101,,207.9
Rajasthan,NR,26.44999921,74.63998124,,225.8
Delhi,NR,28.6699929,77.23000403,,113.4
UP,NR,27.59998069,78.05000565,,325.6
Chhattisgarh,WR,22.09042035,82.15998734,,83.4
Gujarat,WR,22.2587,71.1924,,340.4
MP,WR,21.30039105,76.13001949,,165.3
Andhra Pradesh,SR,14.7504291,78.57002559,,188.4
Telangana,SR,18.1124,79.0193,,164.2
Kerala,SR,8.900372741,76.56999263,,68.6
Tamil Nadu,SR,12.92038576,79.15004187,,338.4
West Bengal,ER,22.58039044,88.32994665,,170.8
Assam,NER,26.7499809,94.21666744,,28.7
Punjab,NR,31.51997398,75.98000281,,262.6
Haryana,NR,28.45000633,77.01999101,,210.1
Rajasthan,NR,26.44999921,74.63998124,,239.7
Delhi,NR,28.6699929,77.23000403,,127.8
UP,NR,27.59998069,78.05000565,,318.3
MP,WR,21.30039105,76.13001949,,174.2
Andhra Pradesh,SR,14.7504291,78.57002559,,185.9
Telangana,SR,18.1124,79.0193,,166.6
Karnataka,SR,12.57038129,76.91999711,,188.8
Tamil Nadu,SR,12.92038576,79.15004187,,327.8
West Bengal,ER,22.58039044,88.32994665,,168.6
Punjab,NR,31.51997398,75.98000281,,244.6
Haryana,NR,28.45000633,77.01999101,,214.6
Delhi,NR,28.6699929,77.23000403,,135.5
UP,NR,27.59998069,78.05000565,,313.4
J&K,NR,33.45,76.24,,42.4
Gujarat,WR,22.2587,71.1924,,354.4
MP,WR,21.30039105,76.13001949,,180.9
Maharashtra,WR,19.25023195,73.16017493,,403.8
Andhra Pradesh,SR,14.7504291,78.57002559,,187.1
Telangana,SR,18.1124,79.0193,,163.8
Karnataka,SR,12.57038129,76.91999711,,190
Kerala,SR,8.900372741,76.56999263,,67.2
Tamil Nadu,SR,12.92038576,79.15004187,,327.2
Bihar,ER,25.78541445,87.4799727,,59.2
Odisha,ER,19.82042971,85.90001746,,88.3
